polygon_name,tahun,movement_change_mean,movement_change_min,movement_change_max,stay_put_mean,n_records
Keerom,2021,-0.08964464831804282,-0.38773,0.13312,0.28971633027522936,327
Keerom,2022,-0.11802795774647887,-0.36704,0.16768,0.3076346478873239,142
Kendal,2021,-0.12231923287671234,-0.46002,0.0778,0.2036028219178082,365
Kendal,2022,-0.31730422535211267,-0.54924,0.00547,0.2731722535211268,142
Kendari,2021,0.010657972602739726,-0.33546,0.16269,0.2065570684931507,365
Kendari,2022,-0.16330028169014085,-0.3757,0.11997,0.2625005633802817,142
Kepahiang,2021,-0.0645068493150685,-0.32951,0.16448,0.23907756164383562,365
Kepahiang,2022,-0.23314542253521128,-0.43694,0.24012,0.30836359154929577,142
Kepulauan Anambas,2021,-0.05603890410958904,-0.30018,0.12188,0.24154150684931508,365
Kepulauan Anambas,2022,-0.1275969014084507,-0.3561,0.09354,0.27510267605633804,142
Kepulauan Aru,2021,0.09403739726027398,-0.16899,0.27512,0.21750964383561644,365
Kepulauan Aru,2022,-0.020022112676056334,-0.206,0.2303,0.2682038732394366,142
Kepulauan Mentawai,2021,0.013752821917808218,-0.21813,0.22764,0.22828021917808222,365
Kepulauan Mentawai,2022,-0.06996030303030303,-0.3138,0.28352,0.26843280303030304,132
Kepulauan Meranti,2021,-0.10386361643835618,-0.32526,0.04297,0.22129079452054795,365
Kepulauan Meranti,2022,-0.2221580985915493,-0.36135,0.02844,0.2761323943661972,142
Kepulauan Sangihe,2021,-0.04974186301369863,-0.29861,0.11639,0.23402019178082192,365
Kepulauan Sangihe,2022,-0.15184915492957746,-0.40095,0.02965,0.27343633802816897,142
Kepulauan Selayar,2021,-0.03579169863013699,-0.29809,0.1258,0.22636591780821916,365
Kepulauan Selayar,2022,-0.19500246478873237,-0.41701,0.1103,0.28618464788732395,142
Kepulauan Seribu,2021,-0.13191418282548475,-0.47455,0.42558,0.2887397506925208,361
Kepulauan Seribu,2022,0.030651785714285718,-0.36804,0.81396,0.2636753571428571,28
Kepulauan Sula,2021,0.002408739726027397,-0.24324,0.23345,0.23379465753424655,365
Kepulauan Sula,2022,-0.10656887323943662,-0.26876,0.17565,0.2730626056338028,142
Kepulauan Talaud,2021,0.006183534246575343,-0.29687,0.38052,0.2614375890410959,365
Kepulauan Talaud,2022,-0.09111788732394366,-0.3584,0.43224,0.2928788732394366,142
Kepulauan Yapen,2021,-0.09221336986301369,-0.34157,0.1027,0.1982051780821918,365
Kepulauan Yapen,2022,-0.199551338028169,-0.39936,0.03736,0.24638457746478873,142
Kerinci,2021,0.022779753424657535,-0.28445,0.56117,0.2399635616438356,365
Kerinci,2022,-0.1474131690140845,-0.38251,0.46532,0.3162749295774648,142
Ketapang,2021,-0.07410071232876712,-0.33016,0.1147,0.22232731506849313,365
Ketapang,2022,-0.2334928873239437,-0.40442,0.12374,0.28916035211267604,142
Klaten,2021,-0.11049241095890411,-0.45266,0.04138,0.19115098630136987,365
Klaten,2022,-0.29489718309859153,-0.53762,0.01396,0.25891183098591547,142
Klungkung,2021,-0.17731290410958905,-0.75773,-0.06221,0.1949513698630137,365
Klungkung,2022,-0.3405640845070423,-0.7795,-0.07851,0.25339105633802816,142
Kolaka,2021,0.035186794520547945,-0.25305,0.1945,0.2327677260273973,365
Kolaka,2022,-0.11280838028169013,-0.32038,0.13179,0.28766302816901407,142
Kolaka Utara,2021,-0.007542986301369863,-0.27849,0.23685,0.25373284931506845,365
Kolaka Utara,2022,-0.09742049295774648,-0.32551,0.15576,0.29849366197183097,142
Konawe,2021,0.05791934246575343,-0.2417,0.23285,0.20840854794520547,365
Konawe,2022,-0.07702492957746479,-0.24928,0.22782,0.26450845070422535,142
Konawe Selatan,2021,0.027496739726027397,-0.28504,0.2171,0.232643698630137,365
Konawe Selatan,2022,-0.10993950704225351,-0.29249,0.19757,0.2732092957746479,142
Konawe Utara,2021,0.09133120547945205,-0.25061,0.44882,0.2525704931506849,365
Konawe Utara,2022,-0.012041760563380282,-0.27143,0.35027,0.30534169014084506,142
Kota Bandung,2021,-0.20323052054794521,-0.47498,-0.02767,0.2756741917808219,365
Kota Bandung,2022,-0.3471439436619718,-0.61901,-0.05561,0.33359401408450706,142
Kota Baru,2021,-0.04772854794520548,-0.37495,0.12227,0.23323898630136988,365
Kota Baru,2022,-0.18689577464788734,-0.368,0.20868,0.28886478873239435,142
Kota Bekasi,2021,-0.20670490410958903,-0.4697,-0.06439,0.27108827397260277,365
Kota Bekasi,2022,-0.3467911971830986,-0.56953,-0.11333,0.32679725352112676,142
Kota Bima,2021,0.08902868493150684,-0.2523,0.30147,0.20085232876712328,365
Kota Bima,2022,-0.13482091549295777,-0.36215,0.26659,0.2681295070422535,142
Kota Binjai,2021,-0.09744465753424658,-0.40526,0.03561,0.21482939726027397,365
Kota Binjai,2022,-0.29171880281690143,-0.50206,0.01298,0.27689915492957745,142
Kota Blitar,2021,-0.11822419178082191,-0.45624,0.11601,0.22427109589041094,365
Kota Blitar,2022,-0.3008353521126761,-0.51297,0.16679,0.29520605633802816,142
Kota Bogor,2021,-0.17433739726027397,-0.45742,-0.01696,0.25788679452054797,365
Kota Bogor,2022,-0.3179214788732394,-0.57815,-0.0767,0.32305352112676056,142
Kota Cirebon,2021,-0.11079435616438356,-0.43147,0.06193,0.2193949589041096,365
Kota Cirebon,2022,-0.28717669014084507,-0.51109,-0.00804,0.286739014084507,142
Kota Gorontalo,2021,0.056839561643835614,-0.26787,0.34278,0.22008227397260272,365
Kota Gorontalo,2022,-0.0789824647887324,-0.38495,0.3075,0.253958661971831,142
Kota Jayapura,2021,-0.03604758904109589,-0.41346,0.1646,0.22502643835616437,365
Kota Jayapura,2022,-0.1814175352112676,-0.35226,0.02677,0.2752261267605634,142
Kota Kediri,2021,-0.11675449315068492,-0.50033,0.07226,0.20728493150684932,365
Kota Kediri,2022,-0.3084487323943662,-0.54515,-0.0116,0.27298950704225355,142
Kota Kupang,2021,-0.05280317808219178,-0.49851,0.13725,0.21548701369863013,365
Kota Kupang,2022,-0.18086147887323945,-0.39352,0.03415,0.2619247887323944,142
Kota Madiun,2021,-0.14628608219178083,-0.51429,0.01553,0.20925794520547944,365
Kota Madiun,2022,-0.3057326056338028,-0.54289,0.06481,0.26781781690140843,142
Kota Magelang,2021,-0.1407269315068493,-0.48688,0.08586,0.20436646575342465,365
Kota Magelang,2022,-0.32823697183098594,-0.57926,0.06245,0.2795501408450704,142
Kota Malang,2021,-0.16467183561643836,-0.49676,0.00133,0.2546898630136986,365
Kota Malang,2022,-0.31824732394366195,-0.5287,-0.03746,0.3181478169014085,142
Kota Medan,2021,-0.12693101369863014,-0.37884,0.01402,0.2242818904109589,365
Kota Medan,2022,-0.2869792253521127,-0.47809,-0.02678,0.2732297887323944,142
Kota Mojokerto,2021,-0.07527153424657534,-0.41094,0.13112,0.1986534794520548,365
Kota Mojokerto,2022,-0.25347521126760564,-0.54695,0.04203,0.260226338028169,142
Kota Pasuruan,2021,-0.08198493150684931,-0.4044,0.15343,0.21096115068493151,365
Kota Pasuruan,2022,-0.25257457746478873,-0.49997,0.07094,0.27962154929577465,142
Kota Pekalongan,2021,-0.11781536986301369,-0.42209,0.13457,0.20735153424657535,365
Kota Pekalongan,2022,-0.30494830985915494,-0.53958,0.19998,0.2801805633802817,142
Kota Pontianak,2021,-0.09610857534246575,-0.40689,0.11912,0.21891134246575344,365
Kota Pontianak,2022,-0.26140633802816904,-0.46968,0.03137,0.2711182394366197,142
Kota Probolinggo,2021,-0.10307027397260274,-0.42992,0.09307,0.20290082191780823,365
Kota Probolinggo,2022,-0.272665,-0.52954,-0.01712,0.26876654929577465,142
Kota Semarang,2021,-0.15531016438356163,-0.48987,-0.01516,0.19926468493150687,365
Kota Semarang,2022,-0.320687676056338,-0.55085,-0.05912,0.2526733802816902,142
Kota Serang,2021,-0.10312931506849315,-0.37463,0.03536,0.21609490410958904,365
Kota Serang,2022,-0.2706956338028169,-0.52219,-0.01383,0.2828938732394366,142
Kota Solok,2021,0.07324361643835617,-0.29727,0.40212,0.18085164383561644,365
Kota Solok,2022,-0.08128535211267605,-0.47823,0.51273,0.23784274647887327,142
Kota Sorong,2021,-0.00823027397260274,-0.36067,0.18716,0.25187531506849314,365
Kota Sorong,2022,-0.13845676056338027,-0.34613,0.10866,0.2862421126760563,142
Kota Sukabumi,2021,-0.06554317808219177,-0.38851,0.11485,0.24913512328767123,365
Kota Sukabumi,2022,-0.2343262676056338,-0.54926,0.08264,0.3103799295774648,142
Kota Tangerang,2021,-0.1923288493150685,-0.44876,-0.04468,0.24619602739726026,365
Kota Tangerang,2022,-0.3371582394366197,-0.54199,-0.10611,0.30309661971830987,142
Kota Tanjungbalai,2021,-0.04322967123287671,-0.3415,0.32863,0.2112110410958904,365
Kota Tanjungbalai,2022,-0.23525267605633804,-0.44971,0.12034,0.2778362676056338,142
Kota Tasikmalaya,2021,-0.08313413698630137,-0.45733,0.07217,0.23439780821917808,365
Kota Tasikmalaya,2022,-0.2519105633802817,-0.52881,0.04551,0.29559626760563384,142
Kota Tegal,2021,-0.1184475890410959,-0.51504,0.03146,0.20049446575342467,365
Kota Tegal,2022,-0.2836780281690141,-0.58692,-0.00659,0.263823661971831,142
Kota Yogyakarta,2021,-0.1698036712328767,-0.53103,0.12093,0.21800764383561644,365
Kota Yogyakarta,2022,-0.3062407042253521,-0.60124,0.2011,0.27816154929577463,142
Kotamobagu,2021,-0.008748246575342466,-0.29244,0.18974,0.20841550684931506,365
Kotamobagu,2022,-0.11234218309859154,-0.38919,0.14645,0.24649014084507045,142
Kotawaringin Barat,2021,-0.0518512602739726,-0.35041,0.05356,0.204954,365
Kotawaringin Barat,2022,-0.18832225352112675,-0.41013,0.047,0.25236943661971833,142
Kotawaringin Timur,2021,-0.05281169863013699,-0.34432,0.06766,0.21288457534246577,365
Kotawaringin Timur,2022,-0.20258577464788732,-0.36512,0.06188,0.2670555633802817,142
Kuantan Singingi,2021,0.020702383561643837,-0.25057,0.20979,0.2110034794520548,365
Kuantan Singingi,2022,-0.09343091549295775,-0.31013,0.29777,0.25547971830985916,142
Kubu Raya,2021,-0.10965265753424658,-0.42625,0.03531,0.21876219178082193,365
Kubu Raya,2022,-0.2930874647887324,-0.48682,-0.02497,0.27596718309859153,142
Kudus,2021,-0.12194539726027397,-0.42055,0.04308,0.17590898630136984,365
Kudus,2022,-0.3068978873239437,-0.56698,0.02647,0.2460599295774648,142
Kulon Progo,2021,-0.12767608219178084,-0.43175,0.06868,0.18584161643835614,365
Kulon Progo,2022,-0.29016211267605635,-0.49994,0.01927,0.2513031690140845,142
Kuningan,2021,-0.14868216438356166,-0.49489,0.03572,0.25595690410958905,365
Kuningan,2022,-0.2925078873239436,-0.57761,0.03709,0.3299464084507042,142
Kupang,2021,-0.04061785123966942,-0.44274,0.16218,0.22826617079889808,363
Kupang,2022,-0.1584867605633803,-0.37307,0.11917,0.26995077464788736,142
Kutai Barat,2021,-0.020138301369863013,-0.27567,0.14159,0.2422485205479452,365
Kutai Barat,2022,-0.15031739436619718,-0.30199,0.06241,0.294576338028169,142
Kutai Kartanegara,2021,-0.03587131506849315,-0.35153,0.13837,0.2365833698630137,365
Kutai Kartanegara,2022,-0.19710492957746478,-0.36476,0.13057,0.289495352112676,142
Kutai Timur,2021,-0.04277947945205479,-0.33014,0.07632,0.23590465753424655,365
Kutai Timur,2022,-0.1761024647887324,-0.37328,0.03576,0.2839693661971831,142
Labuhanbatu,2021,-0.020317863013698628,-0.36834,0.23256,0.2006244109589041,365
Labuhanbatu,2022,-0.1681962676056338,-0.39976,0.19354,0.24871035211267606,142
Labuhanbatu Selatan,2021,0.043108794520547944,-0.33466,0.41407,0.227023698630137,365
Labuhanbatu Selatan,2022,-0.07465211267605634,-0.31304,0.36574,0.2736621830985916,142
Labuhanbatu Utara,2021,-0.0158726301369863,-0.3014,0.52713,0.22668375342465755,365
Labuhanbatu Utara,2022,-0.13246598591549294,-0.38096,0.39729,0.2696781690140845,142
Lahat,2021,-0.04508235616438356,-0.31653,0.1018,0.22187586301369863,365
Lahat,2022,-0.1729804225352113,-0.34964,0.22047,0.2716412676056338,142
Lake Toba,2021,-0.0032924109589041106,-0.38696,0.6632,0.18994298630136985,365
Lake Toba,2022,-0.06376133802816901,-0.36606,0.81343,0.22432232394366197,142
Lamandau,2021,-0.055981013698630136,-0.5536,0.10627,0.21420000000000003,365
Lamandau,2022,-0.17227471830985916,-0.33894,0.02639,0.2630342253521127,142
Lamongan,2021,-0.08171479452054795,-0.4365,0.09226,0.22774435616438354,365
Lamongan,2022,-0.26400725352112675,-0.51956,0.0491,0.2973482394366197,142
Lampung Barat,2021,0.0015983561643835614,-0.22298,0.24362,0.250449698630137,365
Lampung Barat,2022,-0.12388697183098592,-0.351,0.37349,0.3170448591549296,142
Lampung Selatan,2021,-0.10411482191780823,-0.38056,0.0446,0.21032391780821919,365
Lampung Selatan,2022,-0.22967232394366197,-0.47047,0.07998,0.2651414084507042,142
Lampung Tengah,2021,-0.06536372602739726,-0.33278,0.18413,0.22732287671232876,365
Lampung Tengah,2022,-0.19848218309859156,-0.42999,0.12142,0.2830943661971831,142
Lampung Timur,2021,-0.08984731506849314,-0.34451,0.24981,0.23497216438356167,365
Lampung Timur,2022,-0.21941077464788733,-0.44626,0.22323,0.2888247183098591,142
Lampung Utara,2021,-0.09334912328767123,-0.3774,0.05327,0.24121219178082193,365
Lampung Utara,2022,-0.23208246478873237,-0.41739,0.06146,0.2953538732394366,142
Landak,2021,-0.019993506849315067,-0.58277,0.23668,0.2554565205479452,365
Landak,2022,-0.1694018309859155,-0.33012,0.28154,0.31518302816901406,142
Langkat,2021,-0.06244980821917808,-0.36682,0.16926,0.2321360821917808,365
Langkat,2022,-0.2358411267605634,-0.43431,0.12053,0.2906989436619718,142
Langsa,2021,-0.005083945205479452,-0.29351,0.26521,0.1800498904109589,365
Langsa,2022,-0.17055774647887326,-0.4658,0.24203,0.2492357042253521,142
Lebak,2021,-0.05746841095890411,-0.35077,0.20176,0.2585033424657534,365
Lebak,2022,-0.23302669014084507,-0.47947,0.16405,0.324635352112676,142
Lebong,2021,-0.030567890410958903,-0.25895,0.21726,0.23652997260273972,365
Lebong,2022,-0.1856105633802817,-0.40501,0.20316,0.3214927464788732,142
Lembata,2021,-0.05329550684931507,-0.32229,0.17519,0.2014230410958904,365
Lembata,2022,-0.21412957142857142,-0.39641,0.02812,0.26592971428571427,140
Lhokseumawe,2021,-0.04356939726027397,-0.35613,0.36356,0.18607389041095893,365
Lhokseumawe,2022,-0.1919419718309859,-0.51139,0.17596,0.2505306338028169,142
Lima Puluh Kota,2021,-0.06219501369863014,-0.34031,0.1203,0.2121860821917808,365
Lima Puluh Kota,2022,-0.18308211267605634,-0.46351,0.37134,0.2768653521126761,142
Lingga,2021,-0.10443443835616438,-0.35646,0.15386,0.23652221917808217,365
Lingga,2022,-0.18261049295774648,-0.33582,0.00997,0.2681580281690141,142
Lombok Barat,2021,-0.13327145205479451,-0.4625,-0.01016,0.20795589041095888,365
Lombok Barat,2022,-0.305290985915493,-0.5373,-0.07463,0.27188352112676056,142
Lombok Tengah,2021,-0.06687720547945206,-0.39638,0.12044,0.22558786301369863,365
Lombok Tengah,2022,-0.23603232394366197,-0.46671,0.06025,0.29192795774647884,142
Lombok Timur,2021,-0.024896438356164383,-0.35469,0.16558,0.2610564931506849,365
Lombok Timur,2022,-0.2143712676056338,-0.48085,0.03856,0.3371860563380282,142
Lombok Utara,2021,-0.10470498630136986,-0.3515,0.05485,0.25586027397260275,365
Lombok Utara,2022,-0.24308204225352115,-0.45911,0.04827,0.3138538028169014,142
Lubuklinggau,2021,-0.043653424657534246,-0.34794,0.09899,0.22291183561643835,365
Lubuklinggau,2022,-0.19614732394366197,-0.44946,0.11314,0.27816725352112676,142
Lumajang,2021,-0.0745386301369863,-0.44337,0.13239,0.24139915068493153,365
Lumajang,2022,-0.2762780281690141,-0.514,-0.00115,0.3236688732394366,142
Luwu,2021,-0.04781175342465754,-0.34149,0.15324,0.24677397260273973,365
Luwu,2022,-0.18958225352112676,-0.45552,0.07455,0.3011861267605634,142
Luwu Timur,2021,-0.006155972602739725,-0.30119,0.15619,0.22917128767123288,365
Luwu Timur,2022,-0.1240306338028169,-0.32856,0.15943,0.2748584507042253,142
Luwu Utara,2021,-0.0217166301369863,-0.35814,0.15893,0.2469710410958904,365
Luwu Utara,2022,-0.13476042253521126,-0.40144,0.1491,0.2957892957746479,142
Madiun,2021,-0.15035917808219176,-0.49088,-0.01065,0.2348406575342466,365
Madiun,2022,-0.3240461267605634,-0.55708,-0.00181,0.305570985915493,142
Magelang,2021,-0.1539134794520548,-0.46345,0.02498,0.2146841369863014,365
Magelang,2022,-0.33561880281690143,-0.59151,-0.03596,0.28441161971830986,142
Magetan,2021,-0.14856945205479452,-0.50195,0.03449,0.23270953424657534,365
Magetan,2022,-0.3260706338028169,-0.56117,0.00292,0.3050768309859155,142
Majalengka,2021,-0.05606454794520548,-0.39288,0.1566,0.24122926027397262,365
Majalengka,2022,-0.24069767605633804,-0.53815,0.13547,0.3124241549295775,142
Majene,2021,0.05670249315068493,-0.2726,0.32523,0.2514292876712329,365
Majene,2022,-0.08361943661971831,-0.42983,0.34397,0.2987306338028169,142
Makassar,2021,-0.1280727397260274,-0.43968,0.05417,0.22939271232876712,365
Makassar,2022,-0.279067323943662,-0.50049,-0.02644,0.28008711267605635,142
Malang,2021,-0.16346983561643835,-0.50675,0.025,0.2522523287671233,365
Malang,2022,-0.3521419014084507,-0.5514,-0.07385,0.33408584507042255,142
Malinau,2021,-0.09246386301369863,-0.34177,0.09165,0.2384433698630137,365
Malinau,2022,-0.2420166901408451,-0.38477,-0.0298,0.2967461971830986,142
Maluku Barat Daya,2021,0.1630388186813187,-0.15649,0.5914,0.19530186813186812,364
Maluku Barat Daya,2022,0.0719059375,-0.22226,0.34359,0.216673125,32
Maluku Tengah,2021,-0.004888219178082191,-0.32051,0.17989,0.2626464109589041,365
Maluku Tengah,2022,-0.08623295774647888,-0.27725,0.11434,0.294612676056338,142
Maluku Tenggara,2021,-0.010259698630136987,-0.3014,0.28842,0.2447238630136986,365
Maluku Tenggara,2022,-0.15173654929577463,-0.36469,0.11766,0.30188274647887325,142
Maluku Tenggara Barat,2021,0.11392049315068492,-0.23955,0.36952,0.16591649315068493,365
Maluku Tenggara Barat,2022,-0.007144014084507043,-0.17303,0.1952,0.201675,142
Mamasa,2021,-0.042553616438356166,-0.24787,0.19738,0.26396997260273974,365
Mamasa,2022,-0.1970456338028169,-0.36632,0.172,0.3328916901408451,142
Mamuju,2021,0.030043424657534245,-0.29936,0.30469,0.23439594520547943,365
Mamuju,2022,-0.13722394366197183,-0.38251,0.13948,0.2987985915492958,142
Mamuju Utara,2021,0.005124767123287671,-0.27553,0.20452,0.24797819178082192,365
Mamuju Utara,2022,-0.10412943661971831,-0.35967,0.21438,0.3064468309859155,142
Manado,2021,-0.06409739726027397,-0.3387,0.14453,0.2313591506849315,365
Manado,2022,-0.19674253521126758,-0.40562,0.05366,0.2576124647887324,142
Mandailing Natal,2021,0.021031068493150683,-0.21523,0.33694,0.2216454794520548,365
Mandailing Natal,2022,-0.09692274647887324,-0.3296,0.33331,0.26970830985915495,142
Manggarai,2021,0.009341616438356164,-0.33187,0.24053,0.21285353424657535,365
Manggarai,2022,-0.12474035211267605,-0.35695,0.11195,0.2675195774647887,142
Manggarai Barat,2021,-0.012199808219178083,-0.35974,0.34024,0.18340517808219178,365
Manggarai Barat,2022,-0.12656725352112674,-0.28118,0.09492,0.2237373943661972,142
Manggarai Timur,2021,-0.11479055072463767,-0.40929,0.48429,0.25804666666666665,345
Manggarai Timur,2022,-0.12084999999999999,-0.216,-0.02044,0.261576,5
Manokwari,2021,-0.0014175890410958907,-0.31362,0.20772,0.2181471780821918,365
Manokwari,2022,-0.13337183098591548,-0.31001,0.10626,0.2570880985915493,142
Mappi,2021,-0.06751900602409638,-0.55317,0.20576,0.27946048192771084,332
Maros,2021,-0.08175805479452054,-0.38788,0.16178,0.1968166301369863,365
Maros,2022,-0.2501772535211268,-0.43677,0.04556,0.25691859154929575,142
Mataram,2021,-0.11107643835616439,-0.41468,0.05674,0.20746243835616437,365
Mataram,2022,-0.2617650704225352,-0.47423,-0.00993,0.2639888028169014,142
Melawi,2021,-0.042142712328767123,-0.30973,0.18392,0.23740668493150685,365
Melawi,2022,-0.16981767605633802,-0.30818,0.23387,0.287282676056338,142
Merangin,2021,-0.027830082191780823,-0.27743,0.15379,0.21505128767123285,365
Merangin,2022,-0.15038654929577466,-0.36033,0.13882,0.26773373239436615,142
Merauke,2021,-0.027377095890410957,-0.33141,0.2025,0.23372983561643837,365
Merauke,2022,-0.1265788028169014,-0.3349,0.12155,0.2760274647887324,142
Mesuji,2021,0.026364465753424656,-0.32479,0.23861,0.23265471232876714,365
Mesuji,2022,-0.12150387323943662,-0.32586,0.2864,0.28627676056338025,142
Metro,2021,-0.13707117808219177,-0.43319,0.06424,0.18182298630136987,365
Metro,2022,-0.29847598591549296,-0.53621,0.05107,0.24411521126760566,142
Mimika,2021,-0.04828213698630136,-0.39106,0.1581,0.22929208219178082,365
Mimika,2022,-0.1677643661971831,-0.29991,0.03181,0.2694111267605634,142
Minahasa,2021,-0.06342013698630138,-0.38624,0.22144,0.26193183561643835,365
Minahasa,2022,-0.18681725352112677,-0.46663,0.07511,0.2931028873239437,142
Minahasa Selatan,2021,-0.016151342465753424,-0.2887,0.26368,0.2627443561643836,365
Minahasa Selatan,2022,-0.14046577464788731,-0.3966,0.16466,0.30131823943661973,142
Minahasa Tenggara,2021,-0.008172520547945206,-0.33825,0.37029,0.2540012054794521,365
Minahasa Tenggara,2022,-0.10994971830985915,-0.39669,0.21508,0.29378732394366197,142
Minahasa Utara,2021,-0.06618109589041095,-0.38122,0.13662,0.23776802739726027,365
Minahasa Utara,2022,-0.20472091549295776,-0.4464,0.076,0.2673499295774648,142
Mojokerto,2021,-0.11181090410958905,-0.45366,0.02378,0.19649021917808218,365
Mojokerto,2022,-0.326783661971831,-0.56271,-0.04711,0.26974584507042254,142
Morowali,2021,0.0809242191780822,-0.20992,0.2542,0.160721698630137,365
Morowali,2022,-0.029309929577464793,-0.17054,0.25917,0.20890915492957746,142
Muara Enim,2021,-0.06798975342465753,-0.33807,0.0618,0.21576350684931508,365
Muara Enim,2022,-0.192486338028169,-0.38876,0.11727,0.2690473943661972,142
Muaro Jambi,2021,-0.03458186301369863,-0.34588,0.10377,0.20608761643835616,365
Muaro Jambi,2022,-0.17480802816901408,-0.40893,0.07991,0.24874640845070423,142
Mukomuko,2021,0.021811753424657535,-0.24464,0.25341,0.21631742465753426,365
Mukomuko,2022,-0.16510788732394366,-0.42108,0.41689,0.28474654929577464,142
Muna,2021,-0.013413369863013698,-0.27354,0.13817,0.2223598904109589,365
Muna,2022,-0.12065338028169015,-0.3035,0.07794,0.26791514084507045,142
Murung Raya,2021,-0.11944605479452056,-0.37184,0.02731,0.254322,365
Murung Raya,2022,-0.27347647887323945,-0.39554,-0.02261,0.3055716197183099,142
Musi Banyuasin,2021,0.031050931506849316,-0.26229,0.38882,0.23343794520547945,365
Musi Banyuasin,2022,-0.08069654929577465,-0.27849,0.29328,0.2817567605633803,142
Musi Rawas,2021,-0.030960246575342465,-0.28224,0.19846,0.25564701369863013,365
Musi Rawas,2022,-0.13628091549295776,-0.36716,0.30922,0.29705809859154925,142
Nabire,2021,-0.018336794520547945,-0.34966,0.19242,0.18712594520547948,365
Nabire,2022,-0.1289776056338028,-0.35091,0.12962,0.24932154929577466,142
Nagan Raya,2021,0.024401041095890412,-0.24455,0.55455,0.19587216438356164,365
Nagan Raya,2022,-0.09666401408450705,-0.40792,0.39155,0.2516161267605634,142
Nagekeo,2021,-0.08187906077348066,-0.33982,0.2036,0.223657817679558,362
Nagekeo,2022,-0.04334047619047619,-0.26142,0.12329,0.2139004761904762,21
Natuna,2021,-0.05916912328767124,-0.28111,0.07762,0.18091356164383562,365
Natuna,2022,-0.15717401408450704,-0.34845,0.11384,0.23060387323943662,142
Ngada,2021,-0.004582575342465754,-0.42038,0.25327,0.2310370410958904,365
Ngada,2022,-0.12857226950354608,-0.32415,0.15048,0.2865848936170213,141
Nganjuk,2021,-0.0857601095890411,-0.48021,0.1212,0.2331112876712329,365
Nganjuk,2022,-0.30155838028169013,-0.54009,0.03129,0.317642323943662,142
Ngawi,2021,-0.14265271232876714,-0.48837,0.01439,0.23959723287671233,365
Ngawi,2022,-0.3163230985915493,-0.55419,-0.024,0.3172230281690141,142
Nias,2021,0.05064553424657534,-0.35278,0.31406,0.23182265753424655,365
Nias,2022,0.11851333333333332,-0.11811,0.36356,0.21540708333333333,24
Nias Barat,2021,-0.0032703041825095053,-0.29997,0.31198,0.25763946768060836,263
Nias Selatan,2021,-0.026423424657534247,-0.26288,0.13748,0.2444099178082192,365
Nias Selatan,2022,-0.1466399295774648,-0.3172,0.14917,0.2916645070422535,142
Nias Utara,2021,-0.04014370473537605,-0.38775,0.2394,0.2749377994428969,359
Nias Utara,2022,-0.011597142857142856,-0.17365,0.25277,0.2656104761904762,21
Nunukan,2021,-0.0699023287671233,-0.29225,0.13541,0.24796846575342466,365
Nunukan,2022,-0.2038430985915493,-0.36222,0.03932,0.30134746478873237,142
Ogan Ilir,2021,-0.08969923287671233,-0.3601,0.0897,0.22224,365
Ogan Ilir,2022,-0.20680704225352115,-0.42256,0.1277,0.26837133802816904,142
Ogan Komering Ilir,2021,-0.007948657534246575,-0.30058,0.14258,0.2399847123287671,365
Ogan Komering Ilir,2022,-0.11148739436619719,-0.36589,0.18069,0.28853654929577466,142
Ogan Komering Ulu,2021,-0.0776534794520548,-0.33947,0.02391,0.2325184109589041,365
Ogan Komering Ulu,2022,-0.21665239436619718,-0.39291,0.09607,0.2943514788732394,142
Ogan Komering Ulu Selatan,2021,-0.049999561643835615,-0.27059,0.22525,0.2665447671232877,365
Ogan Komering Ulu Selatan,2022,-0.17550612676056337,-0.44543,0.36993,0.3240566901408451,142
Ogan Komering Ulu Timur,2021,-0.01858164383561644,-0.26776,0.21893,0.23635471232876712,365
Ogan Komering Ulu Timur,2022,-0.15600394366197184,-0.32903,0.32346,0.2946000704225352,142
Pacitan,2021,-0.1333210684931507,-0.44507,0.05909,0.23975531506849315,365
Pacitan,2022,-0.2628595774647887,-0.51221,0.16945,0.30650964788732393,142
Padang,2021,-0.09282690410958903,-0.35707,0.06233,0.2128186301369863,365
Padang,2022,-0.2518585211267606,-0.51812,0.07635,0.2710066901408451,142
Padang Lawas,2021,0.01542854794520548,-0.22666,0.35319,0.22349246575342463,365
Padang Lawas,2022,-0.0901849295774648,-0.38348,0.33452,0.26790528169014083,142
Padang Lawas Utara,2021,0.021660712328767123,-0.21673,0.30541,0.21729646575342465,365
Padang Lawas Utara,2022,-0.08924485915492958,-0.3021,0.49412,0.2661310563380282,142
Padang Panjang,2021,0.027488164383561643,-0.26424,0.30052,0.17236830136986303,365
Padang Panjang,2022,-0.12243246478873239,-0.42258,0.73237,0.24240971830985913,142
Padang Pariaman,2021,-0.03085904109589041,-0.31242,0.22584,0.18521649315068495,365
Padang Pariaman,2022,-0.15796232394366197,-0.4041,0.2546,0.24618281690140845,142
Padangsidimpuan,2021,-0.022674657534246575,-0.32381,0.31506,0.20174194520547947,365
Padangsidimpuan,2022,-0.16108711267605633,-0.4646,0.25525,0.25456204225352114,142
Pagar Alam,2021,-0.008815589041095891,-0.30519,0.4326,0.24083016438356164,365
Pagar Alam,2022,-0.1857733098591549,-0.43978,0.52565,0.3184467605633803,142
Pakpak Barat,2021,-0.08418849162011173,-0.36893,0.39283,0.23027536312849162,358
