polygon_name,tahun,movement_change_mean,movement_change_min,movement_change_max,stay_put_mean,n_records
Pakpak Barat,2022,0.07409466666666666,-0.20269,0.46912,0.18016933333333332,15
Palangka Raya,2021,-0.06393279452054795,-0.38513,0.08489,0.21260079452054795,365
Palangka Raya,2022,-0.22210725352112676,-0.37022,0.09555,0.2647475352112676,142
Palembang,2021,-0.10554734246575342,-0.39832,0.02706,0.2426658904109589,365
Palembang,2022,-0.27802887323943665,-0.50257,0.00409,0.30741267605633804,142
Palopo,2021,-0.05143257534246575,-0.38472,0.12144,0.22196641095890413,365
Palopo,2022,-0.21888838028169014,-0.44232,0.05829,0.27578478873239437,142
Palu,2021,-0.04855169863013699,-0.38312,0.11466,0.22817024657534246,365
Palu,2022,-0.21853176056338028,-0.42849,0.13698,0.27412816901408454,142
Pamekasan,2021,-0.06419254794520547,-0.36709,0.11073,0.17911345205479454,365
Pamekasan,2022,-0.20850669014084505,-0.443,-0.02424,0.2426862676056338,142
Pandeglang,2021,-0.04701904109589041,-0.35617,0.28259,0.27053671232876714,365
Pandeglang,2022,-0.21874809859154928,-0.52078,0.17733,0.3403340845070423,142
Pangkajene Dan Kepulauan,2021,0.10597860273972602,-0.23967,0.3358,0.19293400000000002,365
Pangkajene Dan Kepulauan,2022,-0.057279788732394366,-0.3355,0.19427,0.24993147887323947,142
Pangkalpinang,2021,-0.1058154794520548,-0.40708,0.04509,0.18929043835616438,365
Pangkalpinang,2022,-0.2678989436619718,-0.47237,0.02289,0.2545711971830986,142
Paniai,2021,-0.009489999999999998,-0.11204,0.09306,0.353335,2
Parepare,2021,-0.07075106849315069,-0.40703,0.09147,0.22418734246575342,365
Parepare,2022,-0.22890647887323942,-0.47538,0.01014,0.27224288732394364,142
Pariaman,2021,0.026287178082191782,-0.24498,0.3006,0.15197120547945206,365
Pariaman,2022,-0.14126795774647888,-0.43164,0.36116,0.22102204225352112,142
Parigi Moutong,2021,0.09049843835616439,-0.29253,0.31599,0.2342909315068493,365
Parigi Moutong,2022,-0.0475762676056338,-0.30066,0.32643,0.28902169014084506,142
Pasaman,2021,0.06417512328767123,-0.20242,0.3604,0.2278961095890411,365
Pasaman,2022,-0.07959359154929577,-0.32741,0.4876,0.2979088028169014,142
Pasaman Barat,2021,0.026231945205479452,-0.18215,0.21252,0.2056370410958904,365
Pasaman Barat,2022,-0.09977838028169014,-0.30216,0.2133,0.25689908450704224,142
Paser,2021,-0.020070301369863014,-0.34297,0.11102,0.23172668493150686,365
Paser,2022,-0.18951464788732394,-0.39232,0.10838,0.28766330985915495,142
Pasuruan,2021,-0.08384898630136986,-0.41696,0.11844,0.21269726027397262,365
Pasuruan,2022,-0.2807319014084507,-0.53745,0.00934,0.28663014084507044,142
Pati,2021,-0.1169484109589041,-0.4221,0.05711,0.23818690410958904,365
Pati,2022,-0.3169668309859155,-0.53708,-0.00067,0.31567845070422534,142
Payakumbuh,2021,-0.0543706301369863,-0.34749,0.09062,0.1811424109589041,365
Payakumbuh,2022,-0.237742676056338,-0.47609,0.10527,0.26064338028169015,142
Pekalongan,2021,-0.08280432876712328,-0.40196,0.26121,0.22664583561643836,365
Pekalongan,2022,-0.2547732394366197,-0.50656,0.22638,0.2910771126760563,142
Pekanbaru,2021,-0.1082367397260274,-0.39248,0.03139,0.21366520547945209,365
Pekanbaru,2022,-0.26180485915492957,-0.47772,0.05179,0.26878852112676055,142
Pelalawan,2021,-0.01981895890410959,-0.26357,0.15655,0.2034110684931507,365
Pelalawan,2022,-0.11697408450704226,-0.32874,0.16739,0.2426151408450704,142
Pemalang,2021,-0.059164493150684935,-0.45062,0.14871,0.26104024657534247,365
Pemalang,2022,-0.2336405633802817,-0.48209,0.12431,0.3252590845070423,142
Pematangsiantar,2021,-0.10350079452054796,-0.41648,0.10892,0.2218161095890411,365
Pematangsiantar,2022,-0.2497844366197183,-0.42962,0.16579,0.26711852112676054,142
Penajam Paser Utara,2021,-0.0713032602739726,-0.40758,0.14321,0.24722169863013696,365
Penajam Paser Utara,2022,-0.21961204225352113,-0.44364,0.07905,0.2942767605633803,142
Pesawaran,2021,-0.0954503287671233,-0.38466,0.04726,0.2372336712328767,365
Pesawaran,2022,-0.25201295774647886,-0.49355,0.09661,0.2969862676056338,142
Pesisir Selatan,2021,0.0641148493150685,-0.20513,0.38244,0.21301687671232877,365
Pesisir Selatan,2022,-0.07501183098591549,-0.29697,0.58238,0.2723637323943662,142
Pidie,2021,-0.026224109589041096,-0.2615,0.42287,0.18145284931506847,365
Pidie,2022,-0.12999457746478874,-0.41337,0.32814,0.22880415492957745,142
Pidie Jaya,2021,-0.030535863013698632,-0.29093,0.48498,0.17318205479452053,365
Pidie Jaya,2022,-0.13624450704225352,-0.39828,0.38455,0.2249182394366197,142
Pinrang,2021,-0.000618,-0.33212,0.18968,0.2583177534246575,365
Pinrang,2022,-0.17973338028169014,-0.43148,0.1035,0.32528549295774645,142
Pohuwato,2021,0.17758493150684931,-0.23865,0.42108,0.2206543287671233,365
Pohuwato,2022,0.043529014084507045,-0.20515,0.41803,0.26187640845070426,142
Polewali Mandar,2021,0.038545780821917806,-0.28501,0.21629,0.24715934246575344,365
Polewali Mandar,2022,-0.1441007042253521,-0.45441,0.14809,0.30485133802816905,142
Ponorogo,2021,-0.11691835616438355,-0.46257,0.12097,0.24999134246575344,365
Ponorogo,2022,-0.2991695774647887,-0.55734,0.14077,0.3312054929577465,142
Pontianak,2021,-0.013345369863013698,-0.3307,0.28801,0.24437942465753426,365
Pontianak,2022,-0.1946394366197183,-0.41692,0.1555,0.2952507746478873,142
Poso,2021,0.009296356164383561,-0.37421,0.24766,0.2370205479452055,365
Poso,2022,-0.1228330985915493,-0.32647,0.17642,0.2819788028169014,142
Prabumulih,2021,-0.0858638904109589,-0.36727,0.0469,0.20961591780821917,365
Prabumulih,2022,-0.2241694366197183,-0.44215,0.1101,0.2620476056338028,142
Pringsewu,2021,-0.10402035616438356,-0.35651,0.09131,0.21944383561643835,365
Pringsewu,2022,-0.27352105633802815,-0.51091,0.08768,0.28780408450704226,142
Probolinggo,2021,-0.09064468493150685,-0.41613,0.1102,0.22224416438356162,365
Probolinggo,2022,-0.23901485915492957,-0.50129,0.02663,0.2819504225352113,142
Pulang Pisau,2021,-0.04214931506849315,-0.36129,0.18745,0.2522079726027397,365
Pulang Pisau,2022,-0.15400105633802816,-0.33008,0.05107,0.30054802816901405,142
Pulau Morotai,2021,-0.01616531506849315,-0.28589,0.37579,0.2298812602739726,365
Pulau Morotai,2022,-0.05264610169491525,-0.33067,0.21111,0.2643737288135593,118
Purbalingga,2021,-0.138042301369863,-0.46334,0.0448,0.2337229589041096,365
Purbalingga,2022,-0.29773070422535214,-0.51582,-0.00354,0.30300767605633805,142
Purwakarta,2021,-0.07268063013698631,-0.36036,0.10058,0.2154354520547945,365
Purwakarta,2022,-0.22338105633802816,-0.51091,0.08543,0.2728442957746479,142
Purworejo,2021,-0.1618653698630137,-0.48379,0.0674,0.2336675616438356,365
Purworejo,2022,-0.31139901408450704,-0.54582,0.14495,0.3086754225352113,142
Raja Ampat,2021,-0.03788191780821918,-0.29653,0.22359,0.2325237808219178,365
Raja Ampat,2022,-0.12149605633802817,-0.35522,0.19402,0.2638449295774648,142
Rejang Lebong,2021,-0.05969594520547945,-0.33809,0.18556,0.24501172602739726,365
Rejang Lebong,2022,-0.22873809859154928,-0.48362,0.18955,0.3189576056338028,142
Rembang,2021,-0.05933221917808219,-0.41104,0.12026,0.2263975068493151,365
Rembang,2022,-0.2523327464788732,-0.51462,0.01923,0.2866885211267606,142
Rokan Hilir,2021,0.06766367123287671,-0.27094,0.30778,0.23276873972602738,365
Rokan Hilir,2022,-0.056381971830985915,-0.27979,0.35893,0.28129253521126757,142
Rokan Hulu,2021,0.014621671232876714,-0.24659,0.23591,0.22282586301369864,365
Rokan Hulu,2022,-0.12038352112676057,-0.33449,0.37939,0.26905514084507043,142
Rote Ndao,2021,-0.05425303867403315,-0.36957,0.13424,0.21070198895027623,362
Rote Ndao,2022,-0.15892558333333331,-0.3429,0.00032,0.24437266666666665,120
Sabang,2021,-0.0767592602739726,-0.36146,0.28472,0.16982071232876714,365
Sabang,2022,-0.1474838028169014,-0.5167,0.53153,0.220776338028169,142
Sabu Raijua,2021,-0.0395740977443609,-0.32131,0.29482,0.21560834586466165,266
Salatiga,2021,-0.1399823287671233,-0.49724,0.02635,0.19223750684931507,365
Salatiga,2022,-0.32846521126760564,-0.54794,-0.03156,0.2619057042253521,142
Samarinda,2021,-0.08518539726027397,-0.44878,0.05831,0.24123224657534245,365
Samarinda,2022,-0.24821352112676054,-0.4565,0.0701,0.2897217605633803,142
Sambas,2021,-0.00494,-0.2926,0.38009,0.25851002739726026,365
Sambas,2022,-0.176725,-0.41823,0.38091,0.31124091549295774,142
Samosir,2021,-0.04041487671232877,-0.39095,0.70936,0.21960783561643835,365
Samosir,2022,-0.11634049295774648,-0.3878,0.88641,0.25304098591549296,142
Sampang,2021,-0.01153082191780822,-0.29801,0.2522,0.2120073424657534,365
Sampang,2022,-0.127136338028169,-0.4026,0.10683,0.2584019014084507,142
Sanggau,2021,-0.02998739726027397,-0.29053,0.21028,0.24678594520547945,365
Sanggau,2022,-0.16112359154929579,-0.33472,0.14175,0.3049049295774648,142
Sarmi,2021,0.024660640243902437,-0.2597,0.4091,0.2759923475609756,328
Sarmi,2022,-0.1183016504854369,-0.34317,0.17272,0.3205645631067961,103
Sarolangun,2021,0.017845890410958905,-0.28268,0.17105,0.20391073972602738,365
Sarolangun,2022,-0.12751014084507042,-0.37186,0.16475,0.25654,142
Sawahlunto,2021,-0.04029265753424657,-0.28156,0.23277,0.19565405479452055,365
Sawahlunto,2022,-0.18767690140845072,-0.52562,0.29879,0.27106429577464786,142
Sekadau,2021,-0.02355205479452055,-0.3264,0.21551,0.23981904109589042,365
Sekadau,2022,-0.18670542253521127,-0.36889,0.1622,0.30170267605633805,142
Seluma,2021,-0.0014117808219178084,-0.38563,0.21018,0.23885802739726028,365
Seluma,2022,-0.14775985915492956,-0.33803,0.28427,0.2930541549295774,142
Semarang,2021,-0.08245923287671232,-0.44699,0.09927,0.1954161369863014,365
Semarang,2022,-0.2816980985915493,-0.53357,0.01944,0.2649888732394366,142
Seram Bagian Barat,2021,0.038962328767123286,-0.30774,0.38326,0.2441055890410959,365
Seram Bagian Barat,2022,-0.06447669014084507,-0.27656,0.18004,0.28321746478873244,142
Seram Bagian Timur,2021,0.08137487671232876,-0.26293,0.37533,0.20678654794520548,365
Seram Bagian Timur,2022,-0.07989345132743363,-0.35666,0.29143,0.24485141592920354,113
Serang,2021,-0.06388893150684931,-0.35295,0.13855,0.2054812328767123,365
Serang,2022,-0.25226535211267603,-0.5073,0.05288,0.2738533098591549,142
Serdang Bedagai,2021,-0.044347287671232874,-0.34437,0.1756,0.21163419178082193,365
Serdang Bedagai,2022,-0.19935084507042253,-0.39936,0.16041,0.2559142253521127,142
Seruyan,2021,-0.06502334246575342,-0.35029,0.18091,0.24274723287671232,365
Seruyan,2022,-0.21561774647887322,-0.4262,0.06054,0.30584464788732396,142
Siak,2021,-0.07654208219178082,-0.33122,0.09764,0.19889915068493152,365
Siak,2022,-0.20186612676056337,-0.37935,0.08761,0.24911999999999998,142
Siau Tagulandang Biaro,2021,-0.0022466575342465762,-0.35374,0.48277,0.2595806575342466,365
Siau Tagulandang Biaro,2022,-0.04961149532710281,-0.25504,0.42999,0.28708859813084114,107
Sibolga,2021,-0.07331315068493151,-0.37636,0.43242,0.21039397260273973,365
Sibolga,2022,-0.2131073943661972,-0.42658,0.27312,0.26662366197183096,142
Sidenreng Rappang,2021,0.01496745205479452,-0.32461,0.19391,0.2328867123287671,365
Sidenreng Rappang,2022,-0.14824450704225353,-0.47936,0.21973,0.2915238732394366,142
Sidoarjo,2021,-0.15431830136986302,-0.47131,0.00284,0.20476536986301372,365
Sidoarjo,2022,-0.3265307042253521,-0.55494,-0.09239,0.2667050704225352,142
Sigi,2021,-0.00817504109589041,-0.38158,0.23458,0.22657153424657533,365
Sigi,2022,-0.19169232394366198,-0.38423,0.12567,0.27361485915492956,142
Sijunjung,2021,0.0724814794520548,-0.19216,0.36695,0.20139367123287671,365
Sijunjung,2022,-0.08015323943661971,-0.34809,0.44322,0.26742830985915494,142
Sikka,2021,0.023660356164383563,-0.28302,0.22225,0.20240523287671233,365
Sikka,2022,-0.10353492957746478,-0.27225,0.09606,0.23616056338028166,142
Simalungun,2021,-0.05753821917808219,-0.36199,0.30431,0.23285191780821918,365
Simalungun,2022,-0.19780408450704226,-0.4101,0.32219,0.27337070422535215,142
Simeulue,2021,-0.044680657534246576,-0.30278,0.2012,0.20743613698630137,365
Simeulue,2022,-0.1751373722627737,-0.4079,0.13872,0.24708985401459851,137
Singkawang,2021,-0.07455197260273973,-0.39542,0.21425,0.2305284383561644,365
Singkawang,2022,-0.2387475352112676,-0.40789,0.17673,0.2714583098591549,142
Sinjai,2021,-0.049786547945205484,-0.34941,0.26203,0.20365342465753425,365
Sinjai,2022,-0.18720288732394366,-0.41575,0.17486,0.26034295774647886,142
Sintang,2021,-0.0694749589041096,-0.4266,0.14825,0.24622657534246573,365
Sintang,2022,-0.20768133802816902,-0.37191,0.10648,0.29570971830985915,142
Situbondo,2021,-0.08075493150684931,-0.43531,0.12206,0.22112093150684933,365
Situbondo,2022,-0.24828126760563382,-0.44908,0.04033,0.29420753521126763,142
Sleman,2021,-0.16260775342465753,-0.48382,0.00255,0.2060777808219178,365
Sleman,2022,-0.30689767605633805,-0.55127,-0.00646,0.26118063380281686,142
Solok,2021,-0.04610600000000001,-0.2975,0.18029,0.22101624657534247,365
Solok,2022,-0.196642323943662,-0.41431,0.34013,0.2925480281690141,142
Solok Selatan,2021,0.04086882191780822,-0.19401,0.22722,0.21371249315068494,365
Solok Selatan,2022,-0.11493915492957746,-0.3386,0.32435,0.28564535211267605,142
Soppeng,2021,-0.06049687671232877,-0.3782,0.12866,0.22692054794520547,365
Soppeng,2022,-0.1815392957746479,-0.42989,0.12359,0.272741338028169,142
Sorong,2021,0.033807972602739725,-0.38397,0.24388,0.24595476712328765,365
Sorong,2022,-0.12396922535211267,-0.34726,0.119,0.29808323943661974,142
Sorong Selatan,2021,-0.026492575342465755,-0.26123,0.17593,0.2624928493150685,365
Sorong Selatan,2022,-0.14881419847328245,-0.39287,0.16975,0.3225403816793893,131
Sragen,2021,-0.08901035616438356,-0.43869,0.06916,0.2014727397260274,365
Sragen,2022,-0.2747061971830986,-0.52276,0.03001,0.2711388732394366,142
Subang,2021,-0.03842049315068493,-0.37502,0.30298,0.2256649589041096,365
Subang,2022,-0.22180823943661973,-0.51177,0.18988,0.29232478873239437,142
Subulussalam,2021,0.037443972602739725,-0.28261,0.29367,0.18050339726027398,365
Subulussalam,2022,-0.06746028169014084,-0.3662,0.54472,0.2326338028169014,142
Sukabumi,2021,-0.1315048493150685,-0.39963,0.11658,0.25589435616438355,365
Sukabumi,2022,-0.26707464788732393,-0.5314,0.10863,0.3193989436619718,142
Sukamara,2021,-0.08619805479452054,-0.35913,0.07488,0.2099974520547945,365
Sukamara,2022,-0.19229781690140846,-0.35412,0.06211,0.26022105633802817,142
Sukoharjo,2021,-0.1421353698630137,-0.45558,0.0238,0.176056301369863,365
Sukoharjo,2022,-0.3095517605633803,-0.56119,-0.0285,0.23444521126760565,142
Sumba Barat,2021,0.011035068493150686,-0.29653,0.22523,0.18697128767123286,365
Sumba Barat,2022,-0.14513669014084507,-0.32529,0.09679,0.243717676056338,142
Sumba Barat Daya,2021,0.06620953424657534,-0.20422,0.34772,0.20564572602739725,365
Sumba Barat Daya,2022,-0.033584083333333334,-0.27549,0.26521,0.24798358333333334,120
Sumba Tengah,2021,0.0223,-0.04151,0.14625,0.21015,8
Sumba Timur,2021,-0.005013835616438356,-0.34345,0.17653,0.19279109589041096,365
Sumba Timur,2022,-0.12150556338028168,-0.25573,0.16105,0.23245309859154928,142
Sumbawa,2021,-0.005294849315068494,-0.31589,0.15066,0.22478841095890412,365
Sumbawa,2022,-0.16306802816901408,-0.35198,0.06255,0.27991957746478874,142
Sumbawa Barat,2021,-0.025000054794520547,-0.301,0.15783,0.19647350684931505,365
Sumbawa Barat,2022,-0.1534868309859155,-0.34466,0.0659,0.23616176056338029,142
Sumedang,2021,-0.12312347945205479,-0.4298,0.08344,0.24437613698630137,365
Sumedang,2022,-0.2796830281690141,-0.56582,0.02703,0.30592204225352115,142
Sumenep,2021,-0.03577,-0.32102,0.12359,0.20327032876712328,365
Sumenep,2022,-0.16898894366197184,-0.40457,0.10042,0.26747711267605634,142
Sungai Penuh,2021,0.03199476712328767,-0.22133,0.3329,0.23069895890410957,365
Sungai Penuh,2022,-0.14898415492957748,-0.3781,0.37853,0.29532542253521127,142
Surabaya,2021,-0.1956453698630137,-0.48816,-0.02589,0.22739013698630137,365
Surabaya,2022,-0.33935274647887326,-0.54016,-0.1202,0.2761870422535211,142
Surakarta,2021,-0.18834457534246574,-0.49782,-0.0069,0.1874694520547945,365
Surakarta,2022,-0.3522158450704226,-0.582,-0.04959,0.2472131690140845,142
Tabalong,2021,-0.12558079452054793,-0.44802,0.00577,0.20891687671232878,365
Tabalong,2022,-0.2740412676056338,-0.4011,-0.0145,0.26638415492957745,142
Tabanan,2021,-0.20997016438356164,-0.78716,-0.09058,0.1957686575342466,365
Tabanan,2022,-0.3920765492957746,-0.81348,-0.12129,0.2594938732394366,142
Takalar,2021,-0.02557027397260274,-0.29254,0.21506,0.19248364383561642,365
Takalar,2022,-0.1684319014084507,-0.37038,0.13066,0.24196936619718312,142
Tana Tidung,2021,0.037999424657534246,-0.20324,0.46512,0.26327158904109593,365
Tana Tidung,2022,-0.11419117647058823,-0.3085,0.262,0.3189997794117647,136
Tana Toraja,2021,0.0066693424657534245,-0.32949,0.25009,0.23839260273972604,365
Tana Toraja,2022,-0.1481338732394366,-0.35262,0.41726,0.3092632394366197,142
Tanah Bumbu,2021,-0.019306219178082194,-0.33742,0.10449,0.19747536986301367,365
Tanah Bumbu,2022,-0.17426528169014086,-0.38662,0.10331,0.25244619718309863,142
Tanah Datar,2021,-0.007999890410958905,-0.29121,0.17439,0.20432416438356166,365
Tanah Datar,2022,-0.13036338028169014,-0.4009,0.46057,0.26245605633802815,142
Tanah Laut,2021,-0.035108,-0.33646,0.10984,0.2031876712328767,365
Tanah Laut,2022,-0.19896971830985916,-0.4688,0.07468,0.2600793661971831,142
Tangerang,2021,-0.13539471232876713,-0.41542,0.01633,0.22913569863013697,365
Tangerang,2022,-0.29328288732394364,-0.51378,-0.02862,0.2853207746478873,142
Tangerang Selatan,2021,-0.2176435616438356,-0.48559,-0.01715,0.26561060273972603,365
Tangerang Selatan,2022,-0.3317242957746479,-0.54583,-0.07917,0.31011584507042256,142
Tanggamus,2021,-0.05446405479452055,-0.30031,0.18705,0.2578539178082192,365
Tanggamus,2022,-0.2086282394366197,-0.47897,0.18521,0.3273224647887324,142
Tanjung Jabung B,2021,-0.003166164383561644,-0.29916,0.20847,0.21727106849315067,365
Tanjung Jabung B,2022,-0.11388119718309861,-0.36828,0.21548,0.2667645774647887,142
Tanjung Jabung T,2021,-0.08382945205479453,-0.3628,0.07118,0.25815410958904106,365
Tanjung Jabung T,2022,-0.19067640845070422,-0.39531,0.02354,0.3139461267605634,142
Tanjungpinang,2021,-0.1371207397260274,-0.43569,0.00321,0.2068445205479452,365
Tanjungpinang,2022,-0.2865337323943662,-0.43903,-0.01071,0.2605543661971831,142
Tapanuli Selatan,2021,0.026612465753424658,-0.21405,0.50573,0.2437474794520548,365
Tapanuli Selatan,2022,-0.059243380281690135,-0.29011,0.53025,0.27975281690140846,142
Tapanuli Tengah,2021,-0.015249890410958904,-0.2973,0.36981,0.2144190410958904,365
Tapanuli Tengah,2022,-0.1472849295774648,-0.37059,0.24262,0.2571317605633803,142
Tapanuli Utara,2021,-0.03994605479452055,-0.29369,0.55043,0.20927175342465754,365
Tapanuli Utara,2022,-0.12496950704225353,-0.3149,0.55051,0.2507910563380282,142
Tapin,2021,-0.09765391780821919,-0.39689,0.02352,0.18599205479452055,365
Tapin,2022,-0.2588233098591549,-0.44848,-0.02815,0.25222894366197185,142
Tarakan,2021,-0.0511687397260274,-0.35378,0.15704,0.25954079452054796,365
Tarakan,2022,-0.18916218309859154,-0.36577,0.15425,0.3043071830985915,142
Tasikmalaya,2021,-0.07269769863013699,-0.39701,0.22261,0.27254101369863015,365
Tasikmalaya,2022,-0.20366971830985914,-0.48716,0.21543,0.331838661971831,142
Tebingtinggi,2021,-0.07045495890410959,-0.3752,0.17889,0.19680290410958906,365
Tebingtinggi,2022,-0.24791542253521126,-0.46436,0.128,0.2473255633802817,142
Tebo,2021,-0.010263397260273973,-0.28854,0.17832,0.21031156164383563,365
Tebo,2022,-0.13293478873239437,-0.39312,0.23195,0.2658033802816901,142
Tegal,2021,-0.12295180821917807,-0.44267,0.08592,0.22860460273972602,365
Tegal,2022,-0.27254964788732394,-0.53657,0.03962,0.28770169014084507,142
Teluk Bintuni,2021,-0.04681794520547945,-0.28475,0.13868,0.20435109589041095,365
Teluk Bintuni,2022,-0.13764260563380282,-0.32881,0.06986,0.21448859154929578,142
Teluk Wondama,2021,-0.039577295774647886,-0.3282,0.53496,0.2298701408450704,355
Teluk Wondama,2022,-0.009875,-0.02434,0.00459,0.220045,2
Temanggung,2021,-0.10105263013698632,-0.47916,0.16821,0.22645956164383563,365
Temanggung,2022,-0.2791088028169014,-0.55978,0.09776,0.30173830985915495,142
Ternate,2021,0.02652030136986301,-0.30205,0.29149,0.21627438356164383,365
Ternate,2022,-0.11545161971830986,-0.35118,0.24894,0.26309098591549296,142
Tidore Kepulauan,2021,0.03236021917808219,-0.32565,0.57887,0.22750986301369863,365
Tidore Kepulauan,2022,-0.10758633802816901,-0.33405,0.18796,0.2798745774647887,142
Timor Tengah Selatan,2021,-0.06902268493150686,-0.43275,0.18433,0.2490812876712329,365
Timor Tengah Selatan,2022,-0.17097169014084507,-0.34344,0.1657,0.29941260563380284,142
Timor Tengah Utara,2021,-0.0005031232876712328,-0.38542,0.22514,0.22773673972602737,365
Timor Tengah Utara,2022,-0.10151591549295774,-0.28303,0.12361,0.2774480985915493,142
Toba Samosir,2021,-0.034235150684931506,-0.3413,0.53971,0.21330276712328766,365
Toba Samosir,2022,-0.14068661971830984,-0.30552,0.51535,0.257555,142
Tojo Una-Una,2021,0.04434465753424657,-0.28139,0.28202,0.23563353424657535,365
Tojo Una-Una,2022,-0.07074732394366197,-0.28256,0.23858,0.2778364788732394,142
Toli-Toli,2021,-0.043365479452054795,-0.36114,0.13106,0.2614455890410959,365
Toli-Toli,2022,-0.18793760563380282,-0.38125,0.13966,0.31652704225352113,142
Tomohon,2021,-0.07379169863013699,-0.36861,0.19212,0.23558630136986303,365
Tomohon,2022,-0.20454204225352113,-0.44312,0.073,0.2720973943661972,142
Toraja Utara,2021,-0.017059561643835614,-0.38209,0.38458,0.24157057534246576,365
Toraja Utara,2022,-0.13783070422535212,-0.34533,0.29497,0.2958679577464789,142
Trenggalek,2021,-0.08342175342465753,-0.42973,0.17513,0.2621172876712329,365
Trenggalek,2022,-0.2743479577464789,-0.49785,0.13942,0.34576760563380277,142
Tual,2021,0.06337145205479451,-0.29535,0.39811,0.20944468493150686,365
Tual,2022,-0.09909105633802817,-0.31254,0.17965,0.2657335211267606,142
Tuban,2021,-0.08690178082191781,-0.42115,0.06298,0.2042355616438356,365
Tuban,2022,-0.27428922535211264,-0.51454,0.00362,0.27305971830985915,142
Tulang Bawang Barat,2021,0.005105616438356164,-0.3315,0.28308,0.21392065753424658,365
Tulang Bawang Barat,2022,-0.16586464788732394,-0.40211,0.19994,0.2843445070422535,142
Tulangbawang,2021,-0.010944383561643836,-0.25881,0.24247,0.22767909589041094,365
Tulangbawang,2022,-0.16799387323943663,-0.38123,0.19451,0.2808183098591549,142
Tulungagung,2021,-0.1139205205479452,-0.45485,0.15573,0.24099016438356163,365
Tulungagung,2022,-0.3218357042253521,-0.53162,0.03299,0.3219229577464789,142
Wajo,2021,-0.039996876712328766,-0.3293,0.10855,0.24421457534246574,365
Wajo,2022,-0.15781133802816902,-0.41557,0.11712,0.29246683098591547,142
Wakatobi,2021,-0.05776638356164384,-0.32181,0.11781,0.2223364109589041,365
Wakatobi,2022,-0.15602267605633802,-0.35491,0.01396,0.2746695774647887,142
Waropen,2021,0.056775000000000006,-0.14572,0.25927,0.20298,2
Way Kanan,2021,-0.07542679452054794,-0.30685,0.11275,0.25725660273972606,365
Way Kanan,2022,-0.18967577464788732,-0.36756,0.12409,0.2990264084507042,142
Wonogiri,2021,-0.09287068493150684,-0.42802,0.10067,0.22925312328767125,365
Wonogiri,2022,-0.22680450704225352,-0.46483,0.1882,0.2895811971830986,142
Wonosobo,2021,-0.12057942465753425,-0.46786,0.16604,0.2615292602739726,365
Wonosobo,2022,-0.2822354929577465,-0.55994,0.14694,0.3367695070422535,142
Yahukimo,2021,-0.040515,-0.04678,-0.03425,0.25437,2
